분류번호,사무명,사무개요,신청유형,단순/복합,수수료,수수료내역,보관기간,등록일자,적용일자,폐지일자,소관부처,담당부서
1520000-0398,안전관리대행업 휴업(폐업)신고,안전관리대행업의 등록을 한 자가 그 사업을 휴업 또는 폐업하고자 하는 때에는 국토해양부령이 정하는 바에 따라 신고하는 민원사무입니다. ※ 이 민원의 휴업·폐업신고서는 부가가치세법 시행령 제10조제1항에 의거 세무서에 제출하는 휴업·폐업신고서와 함께 세무서에 제출할 수 있습니다,신고,단순민원,수수료 없음,수수료 없음,5년,2013.04.04,2013.04.05,,해양수산부,해사안전정책과
1520000-0397,안전관리대행업 합병신고,안전관리대행업의 등록을 한 자가 그 영업을 양도한 경우 또는 법인의 합병이 있는 경우에는 그 상속인·양수인 또는 합병후 존속하는 법인이나 합병에 의하여 설립되는 법인이 등록에 따른 권리·의무를 승계하기 위해 해사안전법 제53조제1항에 의거 신청하는 민원사무입니다.,신고,단순민원,수수료 없음,수수료 없음,5년,2013.04.04,2013.04.05,,해양수산부,해사안전정책과
1520000-0396,안전관리대행업 양수 양도 신고,안전관리대행업의 등록을 한 자가 그 영업을 양도한 경우 또는 법인의 합병이 있는 경우에는 그 상속인·양수인 또는 합병후 존속하는 법인이나 합병에 의하여 설립되는 법인이 등록에 따른 권리·의무를 승계하기 위해 해사안전법 제53조제1항에 의거 신청하는 민원사무입니다.,신고,단순민원,수수료 없음,수수료 없음,5년,2013.04.04,2013.04.05,,해양수산부,해사안전정책과
1520000-0394,안전관리대행업 (변경)등록,"해사안전법 제51조에 따라 선박소유자로부터 안전관리체제의 수립 및 시행에 관한 업무를 수탁하여 대행하는 업을 영위하고자 하는 자, 혹은 해양수산부령이 정하는 사항을 변경하고자 하는 경우에 신청하는 민원사무입니다.",등록,단순민원,수수료 없음,수수료 없음,5년,2016.01.13,2016.02.29,,해양수산부,해사안전정책과
1520000-0393,선박·사업장 인증심사 이의신청,안전관리체제 인증심사에 불복이 있는 자가 심사결과를 통지받은 날로부터 30일이내에 그 사유를 기재하여 국토해양부장관에게 이의신청을 하는 민원사무입니다.,이의,단순민원,수수료 없음,수수료 없음,5년,2013.04.04,2013.04.05,,해양수산부,해사안전정책과
1520000-0392,수산물·수산가공품 (재)검사,"수산물 · 수산가공품의 검사 또는 수산물 또는 수산가공품의 재검사를 받고자 하는 자(이하 ""검사신청인""이라 한다)가 지정받은 검사기관의 장(이하 ""검사기관의 장""이라 한다)에게 신청하는 민원사무입니다.",검사,단순민원,수수료 없음,수수료 없음,5년,2013.04.03,2013.04.04,,해양수산부,검역검사과
1520000-0391,정부대행기관의 지정신청,인증심사 및 인증서 교부 등을 대행하는 기관으로 지정받고자 하는 자가 대행하고자 하는 업무의 범위를 정하여 국토해양부장관에게 신청하는 민원사무입니다.,지정,단순민원,수수료 없음,수수료 없음,5년,2013.04.04,2013.04.05,,해양수산부,해사안전정책과
1520000-0390,수산물 생산·가공시설 등록,위생관리기준에 적합한 수산물의 생산 · 가공시설을 운영하는 자가 생산 · 가공시설등을 농림수산식품부장관에게 신청하는 민원사무입니다.,등록,단순민원,수수료 없음,수수료 없음,5년,2016.02.16,2016.02.17,,해양수산부,유통정책과
1520000-0388,"선박 안전관리체제 (최초,갱신,중간,임시)인증심사 신청",해사안전법 제46조에 규정한 등록기준을 확보한 후 선박소유자가 선박 및 사업장에 수립된 안전관리체제에 대하여 지방해양항만청장에게 인증심사를 신청하는 민원사무입니다.,인증,단순민원,기타,국토해양부령에서 정한 금액,5년,2013.04.04,2013.04.05,,해양수산부,해사안전정책과
1520000-0385,"사업장 안전관리체제 (최초,갱신,중간,임시)인증심사 신청",해사안전법 제46조에 규정한 등록기준을 확보한 후 선박소유자가 선박 및 사업장에 수립된 안전관리체제에 대하여 지방해양항만청장에게 인증심사를 신청하는 민원사무입니다.,인증,단순민원,기타,국토해양부령에서 정한 금액,5년,2013.04.04,2013.04.05,,해양수산부,해사안전정책과
1520000-0384,물품공급업신고,선박에 선용품을 공급하고자 하는 자가 각 항만별로 신고를 하여야 하는 민원사무입니다.,신고,단순민원,단일 수수료,"10,000원",3년,2013.04.04,2013.04.05,,해양수산부,항만운영과
1520000-0383,손실보상지급신청,"국가필수국제선박의 지정절차, 외국인선원의 승선제한기준, 선박소유자등에 대한 제한으로 손실을 당해 보상을 받고자 신청하는 민원사무입니다.",청구,단순민원,수수료 없음,수수료 없음,5년,2013.04.03,2013.04.04,,해양수산부,해운정책과
1520000-0382,국가필수국제선박 지정,국가필수국제선박의 지정신청을 하고자 하는 자가 신청하는 민원사무입니다.,지정,단순민원,수수료 없음,수수료 없음,5년,2013.04.03,2013.04.04,,해양수산부,해운정책과
1520000-0381,국제선박등록사항 변경등록,"등록된 대한민국선박의 소유자 또는 외항정기여객운송사업 또는 외항부정기여객운송사업의 면허를 받은 자 , 외항화물운송사업의 등록을 한 자(이하 ""선박소유자등""이라 한다)가 그 등록사항을 변경하고자 하는 때에 신청하는 민원사무입니다.",등록,단순민원,수수료 없음,수수료 없음,5년,2013.04.03,2013.04.04,,해양수산부,해운정책과
1520000-0380,국제선박등록,"국제선박의 등록신청을 하고자 하는 대한민국선박의 소유자 또는. 외항정기여객운송사업 또는 외항부정기여객운송사업의 면허를 받은 자 , 외항화물운송사업의 등록을 한 자가 신청하는 민원사무입니다.",등록,단순민원,수수료 없음,수수료 없음,5년,2013.04.03,2013.04.04,,해양수산부,해운정책과
1520000-0379,항계내 위험물반입신고,위험물을 항계안으로 반입하고자 한는 자가 반입 24시간전에 지방해양항만청장에게 신고하는 민원사무입니다.,신고,단순민원,수수료 없음,수수료 없음,5년,2013.04.04,2013.04.05,,해양수산부,항만운영과
1520000-0371,내수면어업신고,"내수면(하천, 댐, 호수, 저수지 기타 인공으로 조성된 담수나 기수의 수류 또는 수면)에서 면허어업 및 허가어업의 규정에 의한 어업이외의 어업을 하고자 하는 자가 관할 관청에 신고하는 민원사무입니다.",신고,단순민원,수수료 없음,수수료 없음,3년,2013.04.03,2013.04.04,,해양수산부,양식산업과
1520000-0370,내수면어업허가,"내수면(하천, 댐, 호수, 저수지 기타 인공으로 조성된 담수나 기수의 수류 또는 수면)에서 내수면 어업법에 해당하는 어업 또는 채포행위를 하고자 하는 자가 관할 관청에 출원하는 민원사무입니다.",허가,단순민원,조례별 수수료,조례로 결정,3년,2013.04.03,2013.04.04,,해양수산부,양식산업과
1520000-0369,내수면어업면허,내수면에서 어업의 면허를 받고자 할 경우 수면을 관할하는 시장에게 어업면허를 신청하는 사무입니다.,면허,복합민원,조례별 수수료,조례로 결정,3년,2013.04.03,2013.04.04,,해양수산부,양식산업과
1520000-0363,어구자재의 성능 측정,어구 자재 및 생분해 수산자재의 성능을 분석 및 인증하는 민원사무입니다.,시험,단순민원,사례별 수수료,국립수산과학원 시험조사 및 분석수수료 고시에 의함,5년,2013.04.03,2013.04.04,,해양수산부,수산공학과
1520000-0362,양식장 적지조사,해수 및 담수 양식장 시설 예정지역의 적합성을 조사하는 민원사무입니다.,시험,단순민원,사례별 수수료,각 1건 2000원 - 16800원,5년,2013.04.03,2013.04.04,,해양수산부,양식관리과
1520000-0359,수산용수 분석,"해수 및 양식용수의 일반지표 성분(수온, 염분 등)과 중금속(카드뮴, 구리 등) 및 특수화학물질(유기염소계 농약 등)을 분석하는 민원사무입니다.",시험,단순민원,사례별 수수료,"각 1성분 300원 - 125,200원",5년,2013.04.03,2013.04.04,,해양수산부,어장환경과
1520000-0357,수질오염 조사,해수어 양식수조 및 양식장 등의 수질 오염 정도 및 상태를 조사하는 민원사무입니다.,기타,단순민원,사례별 수수료,"각 조사 1지점 2,000원",5년,2013.04.03,2013.04.04,,해양수산부,어장환경과
1520000-0356,"수산자원 이식(국내반입, 국외반출) 승인",양식용 또는 낚시터방류용 수산동식물을 외국에서 반입하는 경우 해당 수산동식물의 이식 승인받고자 하는 사람이 국립수산과학원장에게 신청하는 민원사무입니다.,승인,단순민원,수수료 없음,수수료 없음,3년,2016.02.23,2016.02.24,,해양수산부,양식관리과
1520000-0355,수산동식물 포획·채취금지 해제허가,"수산동식물의포획.채취금지해제허가를 받으려는 자가 사업계획,수면의 위치와 구역을 허가 받기 위한 민원사무입니다.",허가,단순민원,조례별 수수료,조례로 결정,3년,2013.04.03,2013.04.04,,해양수산부,어업정책과
1520000-0354,포획·채취금지 해제허가,포획.채취금지해제허가를 받으려는 자가 선박의 상태와 등록의 증명과 어업수역에 대한 허가를 받기 위한 민원사무입니다.,허가,단순민원,조례별 수수료,부령 또는 조례에 의함,3년,2013.04.03,2013.04.04,,해양수산부,어업정책과
1520000-0352,낚시어선업 신고사항 변경신고,낚시어선업신고사항 변경신고를 하려는 자가 신고서와 낚시어선업 신고필증을 통하여 변경신고를 하는 민원사무입니다.,신고,단순민원,수수료 없음,수수료 없음,3년,2013.04.03,2013.04.04,,해양수산부,자원관리과
1520000-0351,낚시어선업신고,낚시어선을 운영하고자 하는 자가 신청하는 민원사무입니다.,신고,단순민원,조례별 수수료,조례로 결정,3년,2013.04.03,2013.04.04,,해양수산부,자원관리과
1520000-0349,어업권원부 열람 및 등·초본교부,어업권원부열람 및 등초본교부를 받고자 하는 자가 신청서에 의거한 내용 심사 받음으로 열람 및 교부를 받기 위한 민원사무입니다.,교부,단순민원,조례별 수수료,조례로 정함,3년,2013.04.03,2013.04.04,,해양수산부,어촌양식정책과
1520000-0348,어장구역 등 재결,"어장의 구역, 어업권의 범위, 보호구역 또는 어업의 방법에 관하여 분쟁이 생겼을 때 행정기관에 신청하는 민원사무입니다.",기타,단순민원,단일 수수료,1600원,3년,2013.04.03,2013.04.04,,해양수산부,어촌양식정책과
1520000-0347,입어재결,입어재결을 하려는 자가 신청서와 관계인과의 협의경위서를 통하여 입어재결을 받기 위한 민원사무입니다.,기타,단순민원,조례별 수수료,조례로 결정,3년,2013.04.03,2013.04.04,,해양수산부,어업정책과
1520000-0345,어업권등 보상청구,어업권 등의 보상청구를 하려는 자가 청구서와 손실액과 그 내역 및 산출방법에 관한 증빙을 함으로 보상청구를 하는 민원사무입니다.,기타,단순민원,조례별 수수료,조례로 결정,3년,2013.04.03,2013.04.04,,해양수산부,어촌양식정책과
1520000-0340,어장시설물 철거의무 면제(연장) 승인,어장시설물의철거의무면제연장을 하려는 자가 신청서에 의거한 내용으로 연장을 승인 받기 위한 민원사무입니다.,승인,단순민원,조례별 수수료,행정관청의 조례로 정함,3년,2013.04.03,2013.04.04,,해양수산부,양식산업과
